English,animal,arm,ashes,bark,bed,belly,big,bird,bite,blood,bone,breast,burn,child,cloud,come,count,die,dog,drink,ear,eat,egg,elephant,eye,face,fall,"fat, oil",feather,fingernail,fire,fire-wood,fish,five,fly,four,give,goat,"ground, soil",hair,head,hear,heart,horn,house,hunger,intestine,kill,knee,knife,know,leaf,leg,liver,louse,man,moon,mouth,name,navel,neck,night,nose,one,person,rain,road,root,salt,sand,see,send,shame,sing,skin,sky,sleep,smoke,snake,spear,steal,stone,sun,tail,ten,three,tongue,tooth,tree,two,urine,village,vomit,walk,war,water,wind,woman,dew,iron
M13_Fipa,ii-ɲama,ii-kasa,ii-twi,itʃ-uula,ici-tala,iin-da,yaakula,itʃ-uuni,uku-luma,uw-aazi,ii-fupa,ama-yele,ukw-aaka,umw-aana,i-puufi,ukwiiza,uku-solosya,uuku-fwa,siim-bwa,uku-nwa,iiku-twi,uuku-lya,aama-yi,iin-tilya,ili-inso,apa-maanso,uku-pona,ama-futa,ama-vumbu,ulu-ŋgala,umo-oto,iin-kwi,iin-swi,vi-saano,uku-uluka,zin-ni,uku-pele,im-buzi,uun-sili,ii-ɲele,uumu-twe,uku-pulika,umw-eenzo,ulu-pembe,i-ŋaanda,iin-sala,aa-mala,uku-mola,i-kokoola,iitʃi-syu,uku-maɲa,iifwa,ikuulu,iitima,iinda,umonsi,umweezi,umulomo,iziina,umukombo,ingaalo,uusika,iimpuno,lyonga,umuntu,insemba,iinzila,imisisi,umusilya,ulusenga,ukulola,ukutwaala,insoni,ukuluunda,umwili,iiyulu,uutulo,ilyunsi,iinzoka,iisumo,ukwiiya,ifinga,ilanzi,umusinda,fuundimbali,itʃitatu,ululimi,iliino,umuti,viili,amatunzi,uumuzi,uku-luka,ukulyata,iivita,amanzi,uumuza,umwanatʃi,uulumi,icela
M14_Rungu,ci-ɲama,i-kasa,twi,ly-amba,ci-tala,n-da,-kulu,c-uɲi,luma,w-azi,fupa,ma-yele,oca,mw-ana,kumbi,ndanga,penda,fwa,sim-bwa,ŋa,ku-twi,lya,yayi,n-zovu,l-inso,pa-manso,pona,ma-futa,ma-vumbu,lw-ala,m-oto,n-kwi,n-swi,sano,k-uluka,vi-ni,pela,m-buzi,i-vu,ɲele,mu-twe,uvwa,mw-enzo,m-pembe,ŋanda,n-zala,mala,u-mola,kokola,mu-peni,maɲa,fwa,kulu,tima,nda,monsi,mwezi,mulomo,zina,ŋkombo,nsingo,usiku,mpuno,conga,muntu,mvula,nzila,-sila,musilya,lusenga,lola,tuma,nsoɲi,imba,mpapa,yulu,tulo,lyunsi,nzoka,sumo,iya,iwe,lanzi,musinda,kumi,tatu,lulimi,lino,muti,-ili,matunzi,muzi,-luka,pita,nkondo,manzi,muza,mwanaci,lumi,fweta
M15_Mambwe,i-ɲama,i-kasa,i-twi,itʃ-ula,itʃi-tala,in-da,itʃi-kulu,itʃ-uɲi,uku-luma,uw-azi,i-fupa,ma-yele,ku-lumuka,umw-antʃe,i-fwimbi,ukwiza,uku-wala,uku-fwa,asim-bwa,uku-ŋwa,iku-twi,uku-lya,-enza,in-zovu,il-inso,apa-manso,uku-pona,ama-nona,ma-vumbu,ulu-ŋgala,um-oto,in-kwi,in-swi,vi-sano,uk-uluka,vi-ni,uku-pela,im-buzi,ii-vu,i-ɲele,umu-twe,uk-uvwa,umw-enzo,ulu-pembe,i-ŋanda,in-zala,a-mala,u-moliʃa,i-kokola,itʃi-peni,uku-maɲa,ifwa,ikulu,itima,inda,umonsi,umwezi,umulomo,izina,iŋkombo,insingo,usiku,impuno,atʃonga,umuntu,imvula,inzila,-sila,umusilya,insenga,ukulola,ukutwala,insoɲi,ukulunda,mkowa,umwi-yulu,utulo,ivyunsi,inzoka,isumo,ukwiya,iwe,ilanzi,umsinda,amtanda,vitatu,ululimi,ilino,umuti,vili,amantunzi,umuzi ukulu,-luka,ukupita,inkondo,amanzi,u-muza,mwanatʃi,ulumi,icela
M21_Wanda,tʃi-ɲamana,i-kasa,toyi,tʃ-ula,itʃi-tala,uwu-la,tʃi-kulu,ɲuɲi,uku-luma,w-azi,fupa,ama-wele,ukw-aka,mw-ana,i-wiŋgo,ukwiza,uku-penda,uku-fwa,esim-bwa,uku-mwa,ku-twi,uku-lya,ly-enza,n-zovo,l-inso,m-pumi,uku-pona,ma-futa,m-eya,lw-ala,m-oto,n-kuni,in-swi,sano,uku-papuka,vi-ni,uku-pa,im-buzi,umu-sili,ɲele,mu-twe,ukw-ivwa,mw-enzo,m-pembe,ŋanda,n-zala,a-mala,uku-koma,kokola,tʃi-su,uku-maɲa,ifwa,itʃinana,tima,inda,mulume,mwezi,mulomo,izina,umusofo,nsingo,wusiku,mpuno,tʃonga,muntu,i-mvula,nzila,musisi,membe,ulu-senga,uku-lola,uku-tuma,aka-kope,ukwimbila,mukwela,iyulu,tulo,tʃunsi,nzoka,sumo,ukwiwa,i-liwe,lyanzi,musinda,kumi,tatu,ululimi,ilino,muti,-wili,mantunzi,a-kaya,uku-luka,pita,sumo,minzi,luza,mwanatʃi,lumi,cela
M22_Namwanga,itʃi-ɲamana,i-kasa,i-toyi,itʃ-ula,itʃi-tala,uwu-la,-kulu,i-ɲuɲi,uku-luma,u-wazi,i-fupa,i-wele,ukw-aka,umw-ana,i-wiŋgu,ukw-iza,uku-penda,uku-fwa,esim-bwa,uku-mwa,iku-twi,uku-lya,ily-enza,in-zovu,il-inso,pa-minso,uku-pona,ama-futa,am-eya,ulu-ŋgala,um-oto,in-kuni,in-swi,vi-sano,uku-papuka,vi-ni,uku-pa,im-buzi,umu-sili,ulu-ɲele,umu-twe,ukw-ivwa,umw-enzo,im-pempe,i-ŋanda,in-zala,a-mala,uku-koma,i-kokola,itʃi-su,uku-maɲa,i-fwa,i-tʃinama,i-tima,i-nda,u-mulume,u-mwezi,u-mulomo,izina,umusofu,i-nsingo,u-wusiku,i-mpuno,tʃonga,u-muntu,i-mvula,u-nzila,umusisi,i-membe,ulu-selesenga,uku-lola,uku-tuma,akakope,ukw-imbila,umuwili,i-yulu,utulo,i-tʃunsi,inzoka,i-sumo,ukw-iwa,i-we,i-lanzi,u-musinda,i-kumi,vi-tatu,u-lulimi,i-lino,u-muti,-wili,amantunzi,akaya-kakulu,uku-lukà,ukupita,i-nkondo,a-minzi,u-muza,u-mwanatʃi,u-lumi,icela
M23_Nyiha,iʃi-yama,i-ɲoβe,i-lota,iʃi-zula,iʃi-lili,ulw-aanda,ʃi-piti,i-ɲoɲi,ku-luma,ama-vanda,i-fupa,ama-vele,kw-ahaa,umw-ana,ama-viŋgo,nzaga,ku-vazya,ku-fwa,im-bwa,ku-mwela,iku-twi,ku-lya,i-ji,in-zovu,ily-inso,ku-minso,ku-gwa,ama-futa,ama-gala,ulu-zula,umw-oto,in-kwi,in-swi,zi-sano,ku-βuhaa,zi-ne,ku-pa,im-buzi,in-si,in-sisi,i-twe,kw-iivwa,umw-oyo,ulu-pembe,i-ɲumba,in-zara,uβu-la,ku-goga,iʃi-zuguni,iʃi-so,ku-maɲa,itunduu,iʃinama,itima,impumi,umulume,umwezi,ilomuu,-zina,iŋkuvu,insingo,uβusiku,impulo,yooka,umuntu,imvula,idala,amazi,iβeya,ulusenga,kulola,kusontelezya,insoni,kuteela,ikwembe,kwivingo,utulo,ilyosi,ngolosu,impalala,kwiβa,iliwe,izuβa,ulusinda,iʃumi,zitatu,ulumili,ilyino,ikwi,βaβili,amantunzi,palutala,ku-tapiha,kujenda,uβurugu,aminzi,inkungu,umwantanda,imangwe,iʃijera
M24_Malila,i-ɲama,i-ɲove,ama-lota,i-honda,iʃi-lili,ulw-anda,ha-piti,i-ɲoɲi,ku-luma,ama-vanda,i-fupa,ama-vele,kw-aha,umw-ana,i-viŋgo,inza,ku-vazya,ku-fwa,im-bwa,ku-mwela,iku-twi,ku-lya,ɪ́-jɪɪnza,in-zovu,ily-iso,iʃ-eni,ku-gwa,ama-futa,ama-gala,ulu-zula,umw-oto,in-kwi,in-swi,vi-sanu,ku-vuha,vi-ni,ku-pa,im-buzi,ɪ́ɪn-sɪ,in-sisi,i-twe,imvwa,umw-oyo,im-pembe,i-ɲumba,in-zala,uvu-la,ku-goga,i-fugamo,iʃi-su,ku-maɲa,itundu,iʃinama,ikulu,impuni,umulume,umwezi,ilomu,itawa,iŋkuvu,insingo,uvusiku,impulo,hoka,umuntu,imvula,idala,iízi,iveya,ulusenga,kweɲa,kusonta,insoni,kwimba,ɪ́kwɛɛmbɛ,kumwaɲa,utulo,ilyosi,injoha,impalala,kwiva,iwe,izuva,ulusinda,iʃumi,vitatu,ulumili,ilyino,ikwi,vivili,amantunzi,aha-haya,ku-tapiha,kujenda,uvulugu,aminzi,impepu,umwantanda,imangwe,iʃijela
M25_Safwa,i-ɲama,u-xono,ilota,i-xonda,iʃi-lala,ivy-anda,gosi,i-ɲoɲi,a-lume,i-danda,i-fupa,ama-βele,a-pye,umw-ana,i-biŋgu,inza,a-bazye,a-fwe,?,a-mwele,iku-tu,a-lye,iɲ-jinza,i-juŋgwa,il-iso,pa-maso,a-gwe,ama-futa,ama-gala,in-zula,umw-ote,in-kwi,in-swi,zi-sanu,a-pululuʃe,zi-ne,a-pele,im-buzi,in-si,i-sisi,i-twe,ahw-umvye,umw-oyo,i-peta,i-ɲumba,in-zala,ubu-la,a-fwizye,i-fugamo,um-fyo,a-maɲe,itundu,iʃinama,amani,impomi,ulume,umwezi,ilomu,itawa,intumbwe,insingo,pasiku,impulo,imo,umuntu,imvula,idala,ilandazi,ilambo,unsanga,ahweɲe,twale,insoni,atale,iŋgola,imwaɲa,utulo,ilyosi,inzoha,impalala,ahwibe,iwe,isaɲa,uluswiha,ilongo,zitatu,ulumili,ilino,ikwi,babili,amatunzi,iʃijiji,atapiʃe,abale,ibo,aminzi,ihala,unʃi,intungwe,ijela
M28_Lambya,iʃi-ɲamana,i-ɲoβe,i-lota,itʃi-zula,ici-lili,ulw-anda,tʃi-kulu,aka-yuɲi,luma,i-vanda,i-fupa,ama-vele,ukw-aka,umw-ana,ama-viŋgu,nzaga,uku-veleŋga,fwa,im-bwa,ŋwela,iku-twi,lyaŋga,-enza,i-zovu,ilyi-inso,ku-minso,uku-gwa,ama-futa,ama-sepe,i-zula,um-oto,in-kwi,in-swi,zi-sano,uku-bulaha,zin-ne,ku-pa,im-buzi,in-si,in-sisi,i-twe,uk-uvwa,um-oyo,ulu-pembe,i-ɲumba,i-zala,ama-la,goga,iʃi-zwi,itʃi-peeni,uku-maɲa,itundu,itʃinama,itima,impumi,umulume,umwezi,ilomu,izina,iŋkuvu,insingo,uβusiku,impuno,lyoka,umuntu,ivula,izila,-sisi,imbeya,ulusesenga,ukweɲa,tuma,insoni,ukwimba,umuβili,kumwaɲa,utulo,ilyosi,injoka,impalala,ukwiβa,iβwe,izuβa,ulusinda,ishumi,zitatu,ululimi,ilyino,ikwi,ziβili,amantunzi,inkaya,-tapika,ukwenda,inkondo,amizi,inkungu,umukolo,inganda,icijela
M301_Ndali,tʃi-ɲamana,aka-kono,ly-oto,mu-pato,tʃi-tala,lu-fukwe,ŋ-gulu,ka-juni,ku-luma,i-banda,mu-fupa,ily-oŋgo,-aka,mw-ana,i-biŋgu,-isa,ku-bala,ku-fwa,ka-bwa,ku-ŋwa,itʃ-ufwo,ku-lya,i-fumbi,i-sofu,lyiso,ku-maso,ku-gwa,ma-futa,am-eja,lw-obe,mu-lilo,in-gu,i-swi,i-hano,ku-puluka,i-na,ku-pa,im-buʃi,m-loŋgwi,itʃi-ŋwili,mu-tu,ku-pulika,in-dumbula,m-bembe,ɲumba,i-sala,ama-la,ku-goga,tʃi-pefu,mu-magi,ku-maɲa,lyani,akalundi,mafwagaja,ingiʃi,mulume,mweʃi,mulomu,iŋgamu,umusofo,iʃingo,buʃiku,imbulo,jimo,mundu,ifula,isila,muʃu,mbeja,msanga,-bona,kutuma,isoni,kuimba,icikanda,kumwaɲa,utulo,lyoʃi,injoka,ngwego,-iba,ijondo,isuba,tʃipepe,kalongo,itatu,lulimi,ilyino,mukokwe,-bili,matuʃi,itʃipanga,ku-tapika,kugenda,ubwite,miʃi,tʃikungu,mukolo,imbaga,icela
M31_Nyakyusa,iki-ɲamana,iki-boko,u-mfwandilo,i-kandi,ubu-lili,ulw-anda,ɲwamu,in-juni,uku-luma,i-lopa,iki-fupa,ama-bele,ukw-aka,umw-ana,i-bingu,-isa,uku-bala,uku-fwa,im-bwa,uku-nwa,im-bulukutu,uku-lya,ɪli-fuumbɪ,i-sofu,iki-sige,ku-maso,uku-gwa,ama-futa,ama-joja,iky-ala,um-oto,im-babu,in-swe,i-hamo,ʊkʊ-ɲɛɛla,tu-na,uku-pa,im-bukuku,um-fu,i-ɲwili,un-tu,uku-pilika,in-dumbula,im-bembe,i-ɲumba,in-jala,ubu-la,uku-goga,uku-fugama,u-mage,uku-maɲa,ilyani,ikilundi,ikinie,ingolo,undume,umwesi,undomo,ɪŋgamu,ɪlitumbu,amakosi,pakilo,imbulo,kamo,umundu,ifula,injila,ʊnsi,umuɲu,usanga,ukuketa,?,isoni,ukwimba,ɪkɪkanda,kumwaɲa,utulo,ilyosi,injoka,ingwego,ukuhija,ibwe,isuba,imbikipik,kalongo,tutatu,ulilimi,ilino,umpiki,tubili,amatusi,ikipanga,kʊ-tɛɛka,ukwenda,ubwite,amisi,umbelo,unkikulu,indungwa,ɪkyʊma
M402_Aushi,in-ama,uku-βoko,imi-toyi,iki-pande,uβu-sanʃi,ulu-fumo,kulu,iky-uuni,suma,umu-loopa,i-fupa,i-βere,pya,umw-ana,i-kumbi,isa,penda,fwa,im-βwa,nwa,uku-twi,lya,ili-ni,in-sofu,ili-inso,me-enso,ika,ama-futa,ama-sako,ily-ala,umu-lilo,ulu-kuni,i-saβi,sano,pupuka,n-ne,peela,im-βuʃi,umu-ʃili,umu-ʃiʃi,umu-twi,umfwa,umu-tima,ulu-seŋgo,iŋ-anda,in-sala,?,ipaya,i-kufi,umw-ele,iʃiβa,i-βuula,u-kuulu,ili-βu,iky-uŋgwa,umw-aume,umw-eenʃi,aka-nwa,i-ʃina,umu-toto,umu-koʃi,uβu-ʃiku,im-puno,mo,umu-ntu,im-fula,in-ʃila,umu-ʃila,umu-tʃele,umu-tʃaŋga,mona,tuma,?,iimba,iŋ-kanda,umu-ulu,utu-lo,iky-uʃi,in-soka,in-ifwi,iβa,i-βwe,aka-suβa,umu-tʃila,i-kumi,tatu,ulu-limi,ili-ino,umu-ti,βili,imi-su,umu-ʃi,luka,enda,iŋ-kondo,ame-enʃi,?,mw-anakaʃi,?,?
M41_Taabwa,nama,uku-boko,imi-to,ici-paapa,bu-tanda,i-fumo,-kata,kòònì,kù-sùmà,mù-lòpà,i-fupa,li-beelé,ku-zyà,mw-anike,lì-kùmbì,kw-iza,ku-pendo,kù-fwà,ka-bwa,-nwa,ku-twi,ku-lya,li-yai,n-zovu,ili-inso,m-ensu,ku-pona,ama-futa,lì-sàlà,lu-ala,mù-lìlò,n-kuni,lì-sàbì,sanu,ku-pupuka,i-na,kù-pà,m-buʒi,pan-si,mù-sìsì,mu-twe,kù-ùmvwá,mù-tìmà,li-sééŋgó,n-ganda,n-zala,mala,kw-ìpàyà,li-kufi,mu-ere,ku-mana,lyàànì,kuulu,kini,inda,mwalalúmé,kwezi,kànwà,liina,mutoto,mukosi,ubu-ʃiku,-ona,-mo,umu-ntu,mvùlà,nzila,muzi,mukele,musenga,kù-mònà,kutuma,?,?,inkanda,muyulu,tùlò,kyúnsì,nzoka,lifumu,?,lìbwè,kooba,mùkìlà,likumi,tatu,lùlìmì,liino,mùtì,tùbìlí,masu,muzi unini,kuluka,kw-èndà,bukali,menda,?,mwànùàkází,lume,kyela
M42_Bemba,ì-nama,ukù-boko,imì-to,bós,luŋga,ì-fumo,-kalàmbà,ìc-oːni,ukù-suma,ùmu-lopa,i-fùpa,i-be̍ːlè,ukù-pya,mw-ano,ì-kumbi,ùkw-isa,pend,ukù-fwa,im-bwà,ukù-nwa,ukù-twi,ukù-lya,ilì-ni,in-sofu,il-ìnso,ìnsó,wu,amà-futa,ìli-sako,ily-àla,ùmu-lilo,mu-koso,i-sabì,?,ukù-pupuka,?,ukù-peːla,búʃí,ùmu-silì,ùmu-sisi,umù-twe,uk-ùmfwa,umù-tima,ulù-seŋgo,àndá,in-salaã,ubula,ùkw-ipaya,i-kùfi,pèní,ukw-ìsiba,ìlibuːla,ùkuːlu,ilìbu,indà,umwàːume,umwèsi,àkanwa,isìːna,mutoto,ùmukoʃi,ubùsiku,ùmoːna,-mo,ùmuntu,ḿfùlà,ǹsila,ùmusila,cele,ùmusènga,ukùmona,tum,soni,imbu,nkàndà,?,utùlo,icùnsi,icilamba,ifùmò,ibu,ìlibwe,akàsuba,umùkila,kumi,?,ulùlimi,ilìːno,ìcimùti,-bili,imisu,umuʃi,luk,ùkwenda,kóndó,amènsi,ela,umwànakaʃi,umu-me,ʃimbi
M52_Lala,í-námá,uku-boko,àmá-tòyí,ící-pándé,?,í-fúmó,-kúlú,ic-uni,uku-súmá,úmú-lópá,í-fùpà,i-béélé,úku-pyá,?,í-kúmbí,úkw-ísá,?,úkw-fwá,ím-bwà,úku-nwá,úku-twí,úku-lyá,ílì-ní,?,íl-ìnsó,?,?,úkw-íná,í-sákó,ily-àlá,úmú-lìló,?,ín-swì,?,úkú-úlúlúká,?,úku-pééla,?,pán-ʃì,imi-ʃíʃí,umu-twi̋,uk-umfwá,umu-tímá,i-séŋgó,?,?,?,ukw-ípáyá,i-kúfí,?,ukw-ìʃíbá,i-búúlá,ú-kúúlú,ulu-fyó,índà,umw-àlálúmé,umwènʃí,àkánwá,í-ʃìná,?,úmú-kóʃí,úbù-ʃíkù,ùmóóná,-mó,úmú-ntú,ím-fùlá,in-ʃílá,umu-ʃú,?,úmúséngá,uku-bóná,?,?,?,in-kàndá,?,útùló,ícùùʃí,?,?,?,i-bwé,aka-súbá,umu-cílá,?,?,ulu-míní,ílììnó,ícìtí,-bílí,?,?,?,ukéndá,?,ámènʃí,?,úmwànákáʃí,?,?
M54_Lamba,i-nama,uku-boko,i-toi,ici-pande,?,in-da,-kulu,ic-uni,ku-suma,umu-lopa,i-fupa,i-bele,-pya,?,i-kumbi,ukw-isa,?,uku-fwa,im-bwa,-nwa,uku-twi,uku-lya,i-sana,?,il-inso,?,?,ama-futa,i-sako,ily-ala,umu-lilo,?,i-sabi,?,uku-pululuka,?,ku-pela,?,pan-si,imi-ʃiʃi,umu-twi,-umfwa,umu-tima,i-seŋgo,?,?,?,-ipaya,i-kufi,?,ukw-iʃiba,?,ukuːlu,ulu-fyo,inda,umwalalume,umw-enʃi,akanwa,isina,?,umukosi,ubuʃiku,umoona,-mo,umuntu,imfula,ka-ʃila,umusyu,?,umuseŋga,uku-bona,?,?,?,in-kanda,?,utulo,icuʃi,?,?,?,ibwe,aka-suba,umucila,?,?,ulumini,ilino,ici-ti,-bili,?,?,?,ukw-enda,?,ulwenda,?,mwanakaʃi,?,?
M61_Lenje,ɲama,ly-ansa,mi-lota,ci-papu,?,lu-fumo,-nene,ka-yuni,ku-luma,bu-lowa,ci-fuwa,lu-kolo,ku-pya,?,li-kumbi,ku-sa,?,ku-fwa,ka-bwa,ku-nwa,ku-twi,ku-lya,li-yi,?,l-inso,?,?,li-futa,li-pepe,lw-ala,mu-lilo,?,lu-swi,?,ku-uluka,?,ku-pa,?,pan-ʃi,mu-susu,mu-twi,ku-ɲumfwa,m-oyo,lw-itʃa,?,?,?,ku-caya,li-nuŋgo,?,ku-ʃiba,li-teu,mwendo,li-ni,njina,mu-sankwa,mwenʃi,mu-lomo,liina,?,inʃingo,maʃiku,nʃono,-omwi,mu-ntu,imfula,nʃila,mu-yanda,?,mu-senga,ku-bona,?,?,?,i-kanda,?,tu-lo,bwiiʃi,?,?,?,?,lisuba,mu-cila,?,?,mu-laka,liino,ci-samu,-bilo,?,?,?,ku-enda,?,manʃi,?,mwanakaʃi,?,?
M62_Soli,ɲama,tʃi-kasa,mu-lota,tʃi-kwati,?,mu-ntampa,-nene,ka-keni,ku-luma,mi-lopa,tʃi-fupa,li-bele,ku-tentwa,?,li-kumbi,kw-isa,?,ku-fwa,ka-bwa,ku-nwa,li-twi,ku-lya,li-yi,?,l-inso,?,?,ma-futa,li-pepe,lu-yala,mu-lilo,?,in-swi,?,ku-luka,?,ku-pa,?,pan-ʃi,mi-ʃiʃi,mu-twi,ku-ɲumfwa,m-oyo,l-itʃa,?,?,?,ku-ʃina,li-nuŋgo,?,kw-inʃiba,li-tewu,mwendo,mpafwa,inda,mutuloba,mwenʃi,mu-lomo,lina,?,inʃingo,ma-ʃiku,mu-pembo,-mo,mu-ntu,imfula,mu-kondo,mu-yanda,?,mu-seya,ku-bona,?,?,?,tʃi-paya,?,?,bwiʃi,?,?,?,li-bwe,?,mucila,?,?,lu-lemi,lino,tʃitondo,-bili,?,?,?,kw-enda,?,menʃi,?,mutukaʃi,?,?
M64_Tonga,ɲama,ku-boko,i-twe,ci-kwa,?,i-da,-pati,imu-yuni,ku-luma,bu-lowa,ící-fuwa,n-kolo,ku-pya,?,ik-kumbi,ku-boola,?,ku-fwa,mu-bwa,ku-ɲwa,ku-twi,ku-lya,i-ji,?,l-isi,?,?,má-futa,i-pepe,lw-ala,mu-lilo,?,n-swi,?,ku-uluka,?,íkú-pa,?,?,i-susu,mu-twe,ku-mvwa,m-oyo,lu-ja,?,?,?,ku-jaya,í-gondo,?,ku-zyiba,itu,ku-ulu,mu-ni,njina,mu-lombwana,mwezi,kanwa,zina,?,nsingo,bu-siku,ím-pemo,-mwe,mu-ntu,mvula,in-zila,imu-yanda,?,musenga,ku-bona,?,?,?,ící-kanda,?,n  ̍ gonzi,íbú-si,?,?,?,ib-bwe,zuba,mucila,?,?,mu-laka,íl-íɲo,ci-samu,-bi̋le,?,?,?,kweenda,?,ímá-anzi,?,mu-kaintu,?,?
N11_Manda,li-ɲama,ki-wɔkɔ,li-fu,li-basi,ki-tanda,li-lɛmɛ,-vaha,ki-dɛgɛ,ku-luma,mw-asi,li-jɛgɛ,ma-vɛlɛ,ku-yaka,mw-ana,li-fundi,ku-hida,ku-valaŋga,ku-fwa,li-bwa,ku-ɲwa,likutu,ku-lya,li-hɔmbi,n-dɛmbu,l-ihu,ku-mihu,ku-gwa,ma-futa,ma-ŋgɔma,fyʊwʊ,mw-ɔtɔ,m-bawu,sɔmba,mu-hanu,-gʊlʊka,n-tʃɛtʃɛ,ku-pɛla,mɛnɛ,li-dɔpi,li-yunju,mu-tu,ku-pɪlɪka,mw-ɔyɔ,li-ŋɛlu,ɲumba,n-jala,ma-tumbu,ku-kɔma,li-fugamilu,m-pamba,ku-maɲa,lihamba,kigʊlʊ,kibindi,lisɔsɔla,ŋɔsi,mwɛsɛ,ndɔmɔ,lihina,ŋkufu,singu,kilu,mɛŋɛlu,-mɔnga,munu,fula,ndela,ŋkɪya,mwiɲu,nsanga,kulɔla,kutuma,sɔni,kuyɪmba,lukumba,kunani,lugɔnɔ,lyɔsi,liyɔka,ŋɔha,kuheja,liganga,lijɔva,nkela,kʊmi,jidatu,lulimi,linu,nkɔngɔ,-vele,makɔsɔ,likaya,-dɛka,kugɛnda,ngɔndɔ,masi,mpongo,mmama,mɛtu,i-ʃuma
N12_Ngoni,li-ɲama,tʃi-woko,ly-eŋge,li-basi,tʃi-tanda,li-leme,-vaha,tʃi-dege,ku-luma,ŋ-gazi,li-hupa,ma-vele,ku-yaka,mw-ana,li-hundi,ku-bwela,ku-valaŋga,ku-potela,li-bwa,ku-puza,njeve,ku-lya,ma-kaŋa,n-dembu,l-ihu,ku-mihi,ku-gwa,ma-huta,ma-ŋgoma,lu-hyugu,m-oto,m-bawu,somba,m-hanu,ku-mbuluwuka,n-tʃetʃe,ku-pela,mene,lu-daka,lun-jwili,mu-tu,ku-pulika,m-tima,li-ŋeru,ŋanda,n-jala,ma-tumbu,ku-koma,li-fugamilu,tʃi-su,ku-maɲa,lihamba,tʃigendelu,tʃibindi,lisosolo,gosi,ɲanga,mlomo,lihina,mkufu,singu,kilu,mengelu,yimonga,mundu,fula,ndila,mkiga,mwiɲu,msavati,ku-lola,ku-tuma,honi,ku-yimba,kikumba,lihundi,lugono,lyohi,liyoka,mgoha,ku-yiva,liganga,lyuva,mkila,kumi,zidatu,lulimi,linu,libihi,-vili,makotʃo,tʃijiji,-deka,ku-gendela,ngondo,manji,mpungu,mdala,mubetu,ʃuma
N13_Matengo,ki-ɲama,ku-bɔku,ili-hu,li-jɔbatɪki,ki-tanda,lu-tumbɔ,-ŋgɔlɔngu,li-lɔbi,ku-bina,mw-ahi,li-hupa,ma-bɪli,ku-ɲaka,mw-ana,li-hundi,ku-hika,ku-baha,ku-wa,jim-bwa,ku-ɲwa,liku-tu,ku-la,li-hɔmbi,n-dɪmbu,l-ihu,ki-bɔŋgi,ku-habuka,ma-nhuta,ma-ŋgɔma,sʊbɔ,mw-ɔtu,hansu,hɔmba,un-hanɔ,-gʊlʊka,n-sɪsi,ku-pɪkɪ,im-buhi,lu-hɔmbi,li-junzu,mm-utu,ku-jɔwana,mw-ɔju,li-ŋɪlu,ɲumba,in-zala,ma-tumbu,ku-kɔma,li-gɔti,ki-su,ku-maɲa,liɲahi,kugolu,limani,ilila,mwanalʊmɪ,mwɪi,ndɔmu,lihina,ŋkuɔ,hingɔ,ikilu,nmbulu,mɔja,mundu,ihyula,indɪla,iŋgɪga,mwiɲu,nsangi,ku-lɔla,ku-tuma,ihyɔnɪ,ku-jɪmba,lukanda,kunani,lugɔnu,lihyɔhi,lijɔka,nkɔa,ku-jiba,ilibɔ,lyɔba,nkɪla,komɪ,itatu,lúlimi,linɔ,nkɔngu,-bele,makɔsu,kijijɪ,ku-tapika,kujɪnda,ngɔndu,masi,unhwahi,mbomba,ulumi,soma
N14_Mpoto,ki-ɲana,li-βoko,ili-u,li-jola,ki-tanda,lu-tumbu,ŋkolongwa,ki-juni,ku-luma,mw-ai,ki-hupa,ma-βele,ku-belela,mw-ana,ma-undi,ku-hika,ku-βalaŋga,ku-wa,jim-bwa,ku-ɲa,liku-tu,ku-lya,li-hombi,n-dembo,l-iu,ku-miu,ku-hag'uka,ma-huta,ma-ŋgoma,tʃobu,m-otu,hanju,homba,n-hwano,ku-goloka,n-sesi,ku-peke,im-bui,lu-hombi,li-junju,mm-utu,ku-jogwa,n-tima,li-ɲelo,ɲumba,in-jala,ma-tumbu,ku-koma,li-jugwa,m-pamba,ku-maɲa,lihamba,ligolo,imani,imala,ndomi,mwei,kukano,lihina,ŋkuu,hingo,ikilu,imbulu,tʃimu,mundu,ihula,indela,ŋkega,mwiɲu,luhanga,kulola,kutuma,ihyoni,kujemba,?,kunani,lug'ono,lihyoi,lijoka,nkoa,kujiba,ilibo,lyoba,nkela,likomi limo,itatu,lúlimi,lino,nkongo,ibeli,makoso,musi,ku-tapika,kujenda,ngondo,matʃi,mpongu,mbomba,mahangame,kihano
